user_id,user_gender,bucketized_user_age,user_occupation_label,user_occupation_text,user_zip_code
5556,True,45.0,4,doctor/health care,92103
2918,True,25.0,12,programmer,98112
4305,False,45.0,18,technician/engineer,27616
3301,False,25.0,1,artist,85719
4210,True,25.0,18,technician/engineer,85710
5452,True,35.0,4,doctor/health care,10011
275,True,25.0,11,other/not specified,48162
2895,True,25.0,9,lawyer,07039
3559,True,18.0,17,college/grad student,11364
5659,True,25.0,11,other/not specified,20874
2968,False,18.0,11,other/not specified,48104
2124,True,25.0,11,other/not specified,12306
3837,True,25.0,18,technician/engineer,28804
2185,True,45.0,18,technician/engineer,27502
854,False,25.0,16,self-employed,44092
634,False,1.0,17,K-12 student,49512
772,True,18.0,12,programmer,89118
3304,False,45.0,3,customer service,92649
549,True,25.0,4,doctor/health care,53217
1853,True,50.0,11,other/not specified,90803
2743,True,25.0,14,sales/marketing,72601
2602,True,45.0,12,programmer,92104
3110,True,25.0,11,other/not specified,10002
4477,True,25.0,6,executive/managerial,98908
501,True,25.0,1,artist,55372
1294,False,50.0,21,writer,11217
5728,False,35.0,21,writer,09824
4613,True,25.0,12,programmer,41042
3807,False,35.0,20,unemployed,32095
1904,True,18.0,0,academic/educator,30115
4079,True,35.0,18,technician/engineer,26505
1516,False,25.0,12,programmer,53154
5074,True,1.0,11,other/not specified,20132
4064,True,45.0,11,other/not specified,20851
5763,False,25.0,0,academic/educator,08904
2054,True,25.0,12,programmer,03110
4505,True,50.0,6,executive/managerial,39648
3778,True,25.0,11,other/not specified,61832
5500,False,35.0,21,writer,14850
220,True,25.0,12,programmer,22903
5504,True,45.0,6,executive/managerial,85287-2702
4238,True,35.0,16,self-employed,44691
4882,True,45.0,9,lawyer,03301
1194,False,25.0,0,academic/educator,95617
4259,True,35.0,18,technician/engineer,45380
2334,False,56.0,6,executive/managerial,01562
3841,True,45.0,19,tradesman/craftsman,26101
3467,True,25.0,14,sales/marketing,55421
2572,True,35.0,14,sales/marketing,75005
3498,True,25.0,18,technician/engineer,28052
1721,True,18.0,20,unemployed,70043
4566,True,35.0,18,technician/engineer,19473
2589,True,25.0,11,other/not specified,19004
2885,False,18.0,0,academic/educator,80302
1164,False,25.0,20,unemployed,90020
4491,True,18.0,17,college/grad student,52405
2015,True,18.0,17,college/grad student,01003
4334,True,25.0,0,academic/educator,70458
1917,True,18.0,17,K-12 student,92704
6000,True,45.0,18,technician/engineer,30075
264,True,35.0,11,other/not specified,20755
466,True,25.0,3,customer service,55405
5636,True,25.0,6,executive/managerial,98102
1233,False,45.0,21,writer,94519
2393,True,56.0,13,retired,13123
2583,True,35.0,6,executive/managerial,19610
1125,False,18.0,17,college/grad student,53715
4981,True,50.0,0,academic/educator,55406
2125,True,35.0,2,clerical/admin,46033
4673,True,35.0,16,self-employed,94705
2967,True,25.0,11,other/not specified,94110
2012,True,25.0,17,college/grad student,49456
2627,True,25.0,0,academic/educator,06877
4793,False,25.0,4,doctor/health care,48108
3675,True,35.0,6,executive/managerial,06680
92,False,18.0,17,college/grad student,44243
3419,True,45.0,0,academic/educator,16801
4532,True,25.0,6,executive/managerial,10025
4303,True,25.0,1,artist,91910
2606,True,50.0,6,executive/managerial,34285
476,True,35.0,11,other/not specified,55127
4213,True,35.0,6,executive/managerial,63125
4655,False,25.0,0,academic/educator,92037
4569,True,25.0,11,other/not specified,21532
1606,False,35.0,2,clerical/admin,55405
451,True,56.0,13,retired,54720
2084,True,18.0,17,college/grad student,23186
2847,True,18.0,17,college/grad student,10027
5497,True,25.0,17,college/grad student,60201
1889,True,18.0,14,sales/marketing,80023
2820,False,35.0,11,other/not specified,02138
817,True,18.0,17,college/grad student,41076
5787,True,25.0,21,writer,90802
4725,True,35.0,3,customer service,96707-1321
5840,False,1.0,11,other/not specified,44260
2221,True,56.0,18,technician/engineer,94931
379,False,35.0,0,academic/educator,54822
1410,True,50.0,6,executive/managerial,94404
2962,True,35.0,2,clerical/admin,94109
3580,False,18.0,2,clerical/admin,32219
3998,True,45.0,11,other/not specified,74354
2223,True,25.0,1,artist,60123
1465,True,50.0,16,self-employed,93003
4233,True,35.0,17,college/grad student,37917
2818,True,25.0,12,programmer,55106
2241,True,45.0,3,customer service,60647
3464,False,25.0,14,sales/marketing,78251
5493,True,35.0,12,programmer,96797
3442,True,18.0,12,programmer,20878
5220,True,25.0,6,executive/managerial,91436
3361,True,25.0,17,college/grad student,91790
1395,True,25.0,1,artist,07026
119,False,1.0,17,K-12 student,77515
1525,False,25.0,16,self-employed,94706
461,True,50.0,6,executive/managerial,55075
1969,False,25.0,2,clerical/admin,92116
3246,False,35.0,0,academic/educator,85258
5113,True,25.0,11,other/not specified,55408
4861,True,25.0,17,college/grad student,04309
4800,True,18.0,17,college/grad student,80521
4418,False,50.0,11,other/not specified,02139
2168,True,1.0,17,K-12 student,60202
1260,True,25.0,18,technician/engineer,28262
5112,True,35.0,13,retired,89128
2727,True,25.0,9,lawyer,60603
823,True,25.0,11,other/not specified,92078
4061,True,50.0,4,doctor/health care,32726
970,True,25.0,11,other/not specified,27615
2568,True,25.0,18,technician/engineer,31311
977,True,25.0,1,artist,80110
1815,True,1.0,0,academic/educator,30707
1496,True,25.0,18,technician/engineer,94108
1920,False,35.0,6,executive/managerial,80122
4287,True,25.0,6,executive/managerial,35244
3705,True,45.0,6,executive/managerial,30076
2506,False,25.0,14,sales/marketing,98225
1685,True,35.0,12,programmer,95833
543,True,25.0,3,customer service,55057
1487,True,35.0,6,executive/managerial,07644
3064,True,35.0,18,technician/engineer,90026
3590,False,18.0,15,scientist,02115
934,False,35.0,6,executive/managerial,97401
4579,False,18.0,17,college/grad student,63332
3504,True,18.0,6,executive/managerial,02215
4089,True,25.0,6,executive/managerial,79416
5251,False,25.0,18,technician/engineer,97330
3995,True,35.0,18,technician/engineer,22810
1666,True,25.0,14,sales/marketing,15241
5087,False,25.0,4,doctor/health care,19102
3147,True,25.0,14,sales/marketing,49355
3684,True,25.0,18,technician/engineer,83713
710,True,25.0,21,writer,85207
5545,False,35.0,16,self-employed,98072
3715,True,18.0,3,customer service,55428
5771,True,25.0,6,executive/managerial,95616
1883,False,50.0,11,other/not specified,94521
5535,True,25.0,15,scientist,94538
4942,True,45.0,12,programmer,40515
919,False,35.0,0,academic/educator,92056
5890,True,35.0,21,writer,77008
1937,True,25.0,9,lawyer,92335
4041,True,18.0,2,clerical/admin,48005
4851,True,18.0,18,technician/engineer,44406
5448,True,45.0,20,unemployed,60626
1448,False,25.0,2,clerical/admin,17522
4208,False,35.0,11,other/not specified,90403
2873,False,18.0,17,college/grad student,64093
4085,False,25.0,4,doctor/health care,79416
5005,True,45.0,16,self-employed,92807
4374,True,18.0,17,college/grad student,43201
5896,True,25.0,11,other/not specified,60657
1065,False,25.0,11,other/not specified,94402
1220,True,1.0,17,K-12 student,48073
2865,False,25.0,4,doctor/health care,21014
3171,False,50.0,2,clerical/admin,10128
4448,True,25.0,14,sales/marketing,06880
3939,True,45.0,6,executive/managerial,91405
442,True,25.0,0,academic/educator,55105
2063,True,25.0,17,college/grad student,43138
5457,True,18.0,12,programmer,55405
1941,True,35.0,18,technician/engineer,94550
5972,False,25.0,21,writer,55428
3907,False,18.0,14,sales/marketing,22201
4204,True,35.0,6,executive/managerial,06905
3391,True,18.0,17,college/grad student,48135
3985,True,45.0,16,self-employed,01880
429,True,18.0,11,other/not specified,54901
1303,True,25.0,20,unemployed,94111
3180,True,25.0,14,sales/marketing,07430
4888,False,56.0,11,other/not specified,08055
5751,False,1.0,11,other/not specified,14167
5488,True,25.0,15,scientist,91125
774,True,18.0,17,college/grad student,22903
2899,True,35.0,14,sales/marketing,94133
4598,False,35.0,2,clerical/admin,48237
939,False,25.0,21,writer,20110-5616
998,True,45.0,21,writer,10019
1071,True,50.0,16,self-employed,13045
594,False,56.0,13,retired,60076
1246,True,18.0,17,college/grad student,98225
1142,True,18.0,0,academic/educator,43623
3118,True,25.0,11,other/not specified,77025
1004,True,25.0,2,clerical/admin,95136
1326,False,25.0,11,other/not specified,98115
4480,True,25.0,11,other/not specified,94403
2872,True,25.0,21,writer,94014
3620,True,25.0,6,executive/managerial,94117
3081,True,25.0,6,executive/managerial,77252
5811,True,18.0,17,college/grad student,60202
6016,True,45.0,0,academic/educator,37209
4422,True,25.0,3,customer service,10463
3339,True,25.0,18,technician/engineer,44118
4344,True,25.0,0,academic/educator,44240
5429,False,25.0,0,academic/educator,02460
2426,True,56.0,11,other/not specified,01606
5442,True,25.0,6,executive/managerial,63110
4933,True,25.0,15,scientist,94040
4827,True,35.0,11,other/not specified,13045
3912,True,25.0,17,college/grad student,19104
3013,True,45.0,18,technician/engineer,97124
3387,True,18.0,0,academic/educator,94706
4560,True,25.0,11,other/not specified,69301
3697,True,25.0,15,scientist,68516
5223,True,56.0,17,K-12 student,11361
1455,False,45.0,11,other/not specified,92126
5716,True,1.0,17,K-12 student,03756
5722,True,25.0,21,writer,48103
3556,True,25.0,18,technician/engineer,03038
3499,True,25.0,2,clerical/admin,77006
4261,False,35.0,4,doctor/health care,07950
2242,True,18.0,17,college/grad student,60115
5627,True,25.0,11,other/not specified,07040
1254,False,18.0,0,academic/educator,02144
4759,False,50.0,11,other/not specified,04259
161,True,45.0,16,self-employed,98107-2117
2974,True,18.0,17,college/grad student,48105
5755,False,35.0,1,artist,78744
839,True,25.0,11,other/not specified,98103
2651,True,56.0,14,sales/marketing,11779
5824,True,18.0,12,programmer,18052
3485,True,25.0,11,other/not specified,94121
1219,True,25.0,6,executive/managerial,12206
4225,False,25.0,2,clerical/admin,48197
840,False,25.0,2,clerical/admin,02828
1778,True,18.0,17,college/grad student,94704
4013,True,25.0,0,academic/educator,77803
5092,True,56.0,14,sales/marketing,18954
2106,False,18.0,21,writer,495321
635,True,56.0,18,technician/engineer,33785
2318,True,56.0,6,executive/managerial,48114
3358,False,25.0,0,academic/educator,91790
1776,True,25.0,11,other/not specified,45801
3020,False,35.0,6,executive/managerial,60302
5077,True,25.0,1,artist,20037
2913,False,35.0,21,writer,98119
358,False,56.0,0,academic/educator,20815
4078,True,25.0,15,scientist,28226
333,True,35.0,1,artist,55410
327,True,35.0,19,tradesman/craftsman,55448
1628,True,18.0,21,writer,90028
4227,True,25.0,20,unemployed,11414-2520
2679,False,18.0,17,college/grad student,02143
4306,True,45.0,6,executive/managerial,67301
5754,False,18.0,0,academic/educator,60640
2181,True,25.0,11,other/not specified,45245
2786,True,25.0,17,college/grad student,60201
4508,True,25.0,21,writer,15701
3371,True,25.0,1,artist,55405
677,True,50.0,1,artist,94122
4611,False,18.0,17,college/grad student,78705
623,True,25.0,18,technician/engineer,60555
1605,False,18.0,11,other/not specified,28270
4160,True,35.0,21,writer,10027
396,True,25.0,0,academic/educator,56187
2483,True,56.0,13,retired,90503
2936,False,18.0,17,college/grad student,94122
204,True,25.0,6,executive/managerial,92123
5618,False,18.0,17,college/grad student,92612
3900,False,25.0,14,sales/marketing,55343
4070,True,25.0,15,scientist,93107
5874,True,25.0,17,college/grad student,01002
3885,True,25.0,12,programmer,92728
1198,True,1.0,17,K-12 student,49544
5376,True,25.0,18,technician/engineer,94538
527,False,25.0,1,artist,11201
4995,True,50.0,21,writer,55419
4169,True,50.0,11,other/not specified,66048
4034,True,25.0,11,other/not specified,21113
4182,True,25.0,19,tradesman/craftsman,80903
925,False,35.0,2,clerical/admin,48073
4879,True,25.0,2,clerical/admin,60626
2681,False,25.0,17,college/grad student,48823
3065,False,18.0,17,college/grad student,48135
349,True,1.0,17,K-12 student,08035
994,True,18.0,1,artist,92109
2629,True,25.0,9,lawyer,15237
6006,False,1.0,11,other/not specified,01036
4119,True,50.0,0,academic/educator,39401
4653,True,35.0,12,programmer,95051
5670,True,18.0,17,college/grad student,48109
4786,True,45.0,4,doctor/health care,22630
674,True,25.0,18,technician/engineer,22042
679,True,35.0,16,self-employed,29681
5238,False,50.0,16,self-employed,07462
3953,True,25.0,12,programmer,55117
1580,False,18.0,17,college/grad student,76201
5605,False,18.0,1,artist,95008
187,False,45.0,0,academic/educator,94061
2041,False,25.0,21,writer,24015
3320,True,25.0,0,academic/educator,56082
13,True,45.0,0,academic/educator,93304
5444,False,18.0,17,college/grad student,55449
1291,False,35.0,11,other/not specified,10011
3627,False,35.0,0,academic/educator,85287
1137,True,18.0,17,college/grad student,13165
3997,True,35.0,18,technician/engineer,45255
1930,True,25.0,15,scientist,94550
3082,False,35.0,4,doctor/health care,45459
5085,True,56.0,18,technician/engineer,75225
749,True,35.0,19,tradesman/craftsman,56303
4973,False,56.0,1,artist,949702
905,False,45.0,12,programmer,28655
1150,False,25.0,21,writer,75226
5841,False,35.0,6,executive/managerial,10024
1524,True,18.0,17,college/grad student,06459
4543,True,25.0,1,artist,11105
5040,True,45.0,12,programmer,44312
5257,False,25.0,1,artist,10019
4551,True,18.0,12,programmer,60622
2453,True,25.0,6,executive/managerial,55429
3729,True,18.0,17,college/grad student,20037
4692,False,25.0,6,executive/managerial,78703
1432,True,35.0,0,academic/educator,94549
962,False,25.0,0,academic/educator,80020
1502,True,18.0,17,college/grad student,12188
1285,True,35.0,17,college/grad student,98125
628,False,35.0,11,other/not specified,20715
5995,False,35.0,0,academic/educator,14618
3850,True,18.0,2,clerical/admin,92278
4535,True,18.0,20,unemployed,17517
3374,True,35.0,3,customer service,64801
3033,True,18.0,17,college/grad student,02906
422,True,56.0,18,technician/engineer,55104
1127,True,25.0,11,other/not specified,11788
2138,False,18.0,17,college/grad student,88119
5614,True,25.0,11,other/not specified,12833
1341,True,18.0,6,executive/managerial,11434
4904,True,50.0,15,scientist,63121
338,True,35.0,6,executive/managerial,55116
4962,True,25.0,4,doctor/health care,55439
1764,True,18.0,11,other/not specified,75149
352,True,18.0,17,college/grad student,60115
4705,False,18.0,11,other/not specified,75115
1871,False,45.0,0,academic/educator,46774
1317,True,45.0,6,executive/managerial,98028
3578,True,50.0,2,clerical/admin,96714
3127,False,25.0,11,other/not specified,10003
5615,True,35.0,6,executive/managerial,07028
1819,False,35.0,12,programmer,45249
4814,True,18.0,14,sales/marketing,80526
780,True,25.0,18,technician/engineer,91776
590,False,35.0,4,doctor/health care,98032
148,True,50.0,18,technician/engineer,57747
5387,False,25.0,0,academic/educator,45056
4510,True,45.0,6,executive/managerial,92503
3067,False,25.0,11,other/not specified,02148
1244,True,25.0,17,college/grad student,22030
4681,False,35.0,15,scientist,06119
1717,False,50.0,4,doctor/health care,30307
348,True,50.0,6,executive/managerial,55110
4272,True,45.0,18,technician/engineer,37923
2163,True,18.0,11,other/not specified,87122
5621,True,25.0,6,executive/managerial,02135
5358,True,35.0,6,executive/managerial,10625
5572,False,25.0,17,college/grad student,63119
5792,True,25.0,18,technician/engineer,43201
4458,False,25.0,17,college/grad student,15701-2017
5650,False,35.0,12,programmer,91104
1368,False,25.0,2,clerical/admin,50266
551,True,35.0,21,writer,55116
1599,True,25.0,11,other/not specified,92646
956,True,35.0,0,academic/educator,55104
2779,True,35.0,6,executive/managerial,10040
102,True,35.0,20,unemployed,20871
4388,True,45.0,2,clerical/admin,75074
2753,False,50.0,21,writer,27516
2880,True,18.0,12,programmer,55405
2592,True,50.0,6,executive/managerial,80004-4448
2987,True,18.0,17,college/grad student,15213
4364,True,25.0,19,tradesman/craftsman,98001
3836,False,50.0,7,farmer,84770
618,True,25.0,11,other/not specified,74105
5744,False,25.0,17,college/grad student,66044
1383,False,25.0,6,executive/managerial,19806
5082,True,35.0,0,academic/educator,23185
3520,True,25.0,11,other/not specified,40515
5149,True,35.0,0,academic/educator,10012
5450,True,18.0,12,programmer,02143
1988,False,25.0,0,academic/educator,85224
4733,True,18.0,19,tradesman/craftsman,52301
4336,False,25.0,11,other/not specified,40241
3224,False,25.0,14,sales/marketing,93428
1693,True,25.0,12,programmer,98684
5795,True,25.0,0,academic/educator,92688
4092,False,25.0,11,other/not specified,19063
2900,True,18.0,12,programmer,95120
1551,True,25.0,9,lawyer,20008
2457,True,25.0,11,other/not specified,60656
3683,True,25.0,1,artist,30606
3746,True,25.0,3,customer service,54703
4058,True,25.0,4,doctor/health care,73118
4352,True,18.0,17,college/grad student,11010
2562,True,18.0,11,other/not specified,98021
2953,True,25.0,21,writer,23225
4164,True,35.0,0,academic/educator,50677
2312,True,45.0,11,other/not specified,13131
5001,False,25.0,1,artist,63119
5271,False,25.0,11,other/not specified,94110
1101,True,35.0,0,academic/educator,06417
4876,False,35.0,18,technician/engineer,98201
4680,True,35.0,11,other/not specified,04473
1658,False,35.0,4,doctor/health care,94214
3622,True,18.0,0,academic/educator,02446
1622,True,18.0,17,college/grad student,53715
2130,True,45.0,11,other/not specified,03060
5927,True,35.0,14,sales/marketing,10003
4001,False,25.0,0,academic/educator,01860
2946,True,35.0,16,self-employed,92630
4539,True,35.0,20,unemployed,01054
3992,True,25.0,17,college/grad student,32653
3720,True,45.0,6,executive/managerial,43065
4556,True,45.0,16,self-employed,55011
3688,True,18.0,4,doctor/health care,21202
3554,True,25.0,15,scientist,15203
2092,True,56.0,0,academic/educator,49006
5738,True,25.0,12,programmer,55406
3808,True,25.0,6,executive/managerial,60010
425,True,25.0,12,programmer,55303
3029,True,18.0,17,college/grad student,92037
452,True,50.0,18,technician/engineer,55117
4021,True,50.0,21,writer,95236
1846,True,45.0,12,programmer,95051
4765,False,35.0,16,self-employed,03301
3129,True,25.0,6,executive/managerial,21117
2179,False,25.0,11,other/not specified,28304
4360,False,25.0,8,homemaker,98001
1851,True,25.0,20,unemployed,59602
1033,True,25.0,3,customer service,60076
533,True,25.0,12,programmer,27514
5177,True,45.0,14,sales/marketing,30005
3220,True,35.0,6,executive/managerial,54016
1266,True,25.0,17,college/grad student,18104
6018,True,35.0,0,academic/educator,48906
5574,True,25.0,11,other/not specified,20878
1696,True,35.0,6,executive/managerial,95765
2723,False,25.0,8,homemaker,28147
760,True,56.0,15,scientist,94114
3270,True,18.0,9,lawyer,45220
3689,True,25.0,11,other/not specified,80906
3261,True,45.0,21,writer,87505
1422,True,35.0,18,technician/engineer,55934
1335,True,35.0,11,other/not specified,14228
732,True,25.0,6,executive/managerial,07030
1396,False,25.0,12,programmer,94530
2585,True,45.0,15,scientist,64081-8102
4647,True,35.0,21,writer,80222
945,True,45.0,6,executive/managerial,49345
3271,False,35.0,11,other/not specified,92704
1017,True,35.0,11,other/not specified,30906
2496,True,50.0,0,academic/educator,37932
214,True,18.0,21,writer,80218
3519,False,25.0,14,sales/marketing,11215
4150,True,25.0,11,other/not specified,29672
3116,True,25.0,12,programmer,98034
1348,False,1.0,17,K-12 student,04240
2354,True,35.0,9,lawyer,94306
2079,True,1.0,17,K-12 student,45241
3935,True,35.0,19,tradesman/craftsman,72118
5268,False,25.0,1,artist,68502
3996,True,18.0,14,sales/marketing,32825
240,True,50.0,18,technician/engineer,55113
2164,True,35.0,11,other/not specified,95826
957,True,35.0,0,academic/educator,29706
706,True,35.0,21,writer,78664
3611,True,25.0,1,artist,84321
669,True,25.0,18,technician/engineer,30307
4980,True,25.0,0,academic/educator,55403
1051,False,25.0,11,other/not specified,60513
791,True,35.0,6,executive/managerial,27511
2947,False,25.0,11,other/not specified,02138
1618,True,50.0,11,other/not specified,44139
2402,True,45.0,18,technician/engineer,32024
1963,False,50.0,8,homemaker,91941
157,True,35.0,16,self-employed,12866
1943,True,18.0,17,college/grad student,91501
302,True,18.0,17,college/grad student,04901
2563,True,45.0,13,retired,53132
5193,True,35.0,12,programmer,14619
435,True,25.0,6,executive/managerial,55125
4826,True,45.0,12,programmer,55436
1733,True,18.0,14,sales/marketing,43725
216,True,45.0,13,retired,52761
4053,True,25.0,19,tradesman/craftsman,36264
3072,True,50.0,0,academic/educator,55126
4489,True,18.0,17,college/grad student,78613
139,False,25.0,21,writer,45409
2285,False,1.0,17,K-12 student,13090
5875,True,25.0,17,college/grad student,19103
952,True,56.0,16,self-employed,97478
610,True,25.0,17,college/grad student,77025
2376,True,25.0,0,academic/educator,13210
230,True,45.0,0,academic/educator,43210
2941,True,35.0,12,programmer,98033
5996,False,25.0,11,other/not specified,87114
3302,True,25.0,18,technician/engineer,74074
1842,True,18.0,17,college/grad student,53190
1010,True,25.0,11,other/not specified,10310
1315,True,35.0,6,executive/managerial,75214
2071,True,45.0,6,executive/managerial,01605
1474,True,25.0,17,college/grad student,98115
4685,True,35.0,0,academic/educator,55454
2909,True,25.0,6,executive/managerial,43228
914,False,35.0,8,homemaker,30338
5987,True,25.0,16,self-employed,10003
384,True,25.0,9,lawyer,55075
3538,True,35.0,11,other/not specified,40504
2298,True,35.0,18,technician/engineer,77584
4958,True,18.0,6,executive/managerial,55403
5496,True,25.0,6,executive/managerial,90069
4937,True,35.0,11,other/not specified,02108
1204,True,25.0,6,executive/managerial,95076
2824,True,18.0,17,college/grad student,02111
2922,True,25.0,18,technician/engineer,52402
4234,False,45.0,2,clerical/admin,48130
480,False,18.0,17,college/grad student,55422
765,True,25.0,18,technician/engineer,74467
3521,True,25.0,11,other/not specified,53213
4809,False,50.0,17,college/grad student,20902
2462,True,35.0,0,academic/educator,44303
1053,True,35.0,11,other/not specified,18360
3399,True,25.0,17,college/grad student,14623
